initial_mass,Gaia_G,Gaia_BP,Gaia_RP
0.10000000000000026,13.755789,15.987823,12.40276
0.101797979413843,13.704838,15.914586,12.355577
0.10649586548813726,13.570227,15.721313,12.231088
0.11119261447982919,13.434891,15.527401,12.106231
0.11589440730966291,13.299026,15.333242,11.981225
0.1206382244195472,13.161837,15.137995,11.855383
0.1253617068473608,13.025792,14.94512,11.731032
0.13004695588002804,12.891252,14.754797,11.608585
0.13479818542666963,12.754695,14.562299,11.484751
0.13954747876551638,12.61828,14.370971,11.361388
0.14426341376935303,12.48298,14.182446,11.239254
0.14900657712169463,12.346851,13.994335,11.116467
0.16411743309477103,12.107945,13.685408,10.896239
0.1821243792951643,11.840006,13.346405,10.648075
0.20036531904772145,11.571041,13.012031,10.398246
0.20781619123492404,11.484998,12.904586,10.31881
0.21538209101424302,11.398091,12.79682,10.238524
0.22295271241484238,11.311512,12.690213,10.158483
0.23047200353985858,11.225949,12.585545,10.079329
0.23815995294571685,11.138759,12.479588,9.998609
0.24562072793231687,11.054528,12.377839,9.920579
0.2570390122147298,10.936931,12.235054,9.812196
0.27231794717120433,10.789572,12.056224,9.676851
0.2853400933618191,10.665192,11.907144,9.562319
0.29741216439650137,10.550349,11.770267,9.456523
0.30343792836507005,10.493544,11.701777,9.404604
0.3081275013204995,10.449585,11.648289,9.364667
0.3104278003743071,10.427849,11.621965,9.344875
0.3111739444717892,10.420727,11.613441,9.33835
0.3119517573956165,10.413462,11.604713,9.331708
0.3127037630040226,10.406622,11.59646,9.32547
0.3134719500224476,10.3996,11.588007,9.319058
0.3142639441398442,10.392359,11.579302,9.312442
0.3150451295692494,10.385386,11.570865,9.306093
0.315826290624126,10.37858,11.562575,9.299922
0.3166338668731553,10.371504,11.553976,9.293499
0.3174491139722482,10.364049,11.545022,9.286685
0.31823677492708335,10.35686,11.536393,9.280113
0.31907912278405415,10.349536,11.527493,9.273465
0.3199084598738185,10.34254,11.518933,9.267141
0.3234646957955305,10.309545,11.479531,9.236899
0.32746864716867563,10.272351,11.435205,9.202777
0.33546432115316616,10.194569,11.344671,9.130489
0.34696563767762034,10.087627,11.219789,9.031291
0.353709248818616,10.029688,11.151335,8.977956
0.3590096075743406,9.985469,11.099024,8.937341
0.36594071373641857,9.928298,11.03168,8.884771
0.37275620248927754,9.872494,10.966242,8.833401
0.37973941658610855,9.815875,10.900106,8.781232
0.38759827532728375,9.752366,10.82617,8.722673
0.4126391335972241,9.550592,10.59226,8.536641
0.4451664512301578,9.28894,10.290267,8.295651
0.46525710679743676,9.122456,10.097054,8.143298
0.48314223611860385,8.97359,9.924356,8.007253
0.5010029050553702,8.825526,9.753018,7.871888
0.5195060523520507,8.663789,9.563931,7.725699
0.5372290812833319,8.510043,9.385443,7.586642
0.5548172532543763,8.356488,9.207302,7.448205
0.5687593369338086,8.231311,9.060988,7.336345
0.5818107207309983,8.114305,8.924454,7.231801
0.5954131159109497,7.992301,8.782102,7.122837
0.605606454708429,7.897588,8.6697,7.039668
0.6137097540188488,7.820315,8.576971,6.972682
0.6215347806329558,7.745886,8.487915,6.908145
0.6297524034675759,7.667904,8.394848,6.840513
0.638221183833659,7.587713,8.299378,6.770937
0.6463831513759986,7.510581,8.207762,6.70397
0.6542599718665193,7.436285,8.119693,6.639412
0.6621049967352708,7.362377,8.032257,6.575139
0.6706743941890435,7.281651,7.93699,6.50491
0.6789268682113604,7.204044,7.845665,6.437332
0.6868852863124325,7.129409,7.758087,6.372272
0.694570112699211,7.057604,7.674061,6.309605
0.7039734212228493,6.974319,7.576405,6.237215
0.7152762338598626,6.881904,7.467518,6.157317
0.7261158087633188,6.793983,7.36446,6.081219
0.7365293894883364,6.710184,7.266596,6.008505
0.7467114158912505,6.628828,7.171939,5.937807
0.7579603046093722,6.539618,7.068476,5.860194
0.768774378930938,6.454523,6.970071,5.786091
0.7791656695920042,6.373368,6.87647,5.715292
0.7891667295801058,6.295854,6.787378,5.647358
0.7991483610931184,6.219053,6.699371,5.57995
0.8099688317146907,6.136456,6.604963,5.507617
0.8204086290698195,6.057348,6.514732,5.438763
0.8304567947872382,5.98172,6.42861,5.373493
0.84014230668007,5.909322,6.346356,5.310788
0.8497395310419867,5.838077,6.265559,5.248659
0.860124106295146,5.761582,6.179078,5.181485
0.8702883704359914,5.687254,6.095149,5.115746
0.880084561333185,5.616112,6.014762,5.052424
0.8895389483329501,5.547939,5.937788,4.992159
0.8986827427411835,5.482453,5.86397,4.934808
0.9088555531741078,5.420019,5.794584,4.879476
0.9192103535192062,5.358254,5.726139,4.824665
0.929173198862808,5.299058,5.660563,4.772109
0.9387733467880823,5.242218,5.597611,4.721533
0.9480368763355909,5.187584,5.537119,4.672892
0.9574553951501494,5.132265,5.47589,4.623669
0.9676236434782256,5.072787,5.410087,4.570777
0.9774158607692938,5.015708,5.346972,4.520043
0.9900959881649847,4.944863,5.269058,4.456704
1.0030880988035273,4.873567,5.190844,4.392839
1.0130270541257953,4.819948,5.13216,4.344736
1.0218414350236733,4.772657,5.080457,4.302317
1.0287102320847155,4.736387,5.040866,4.269742
1.0358107594315138,4.698958,5.000024,4.236131
1.043117908962342,4.66075,4.958384,4.20178
1.0527229522308466,4.611087,4.904336,4.15706
1.0624967483067567,4.560965,4.849813,4.111903
1.0729634715731293,4.508417,4.792701,4.064491
1.0833978553041035,4.456109,4.735847,4.017278
