ra,dec,parallax,pmra,pmdec,Gaia_G,Gaia_BP,Gaia_RP
132.7717921169326,11.826132729168837,1.1705226025286304,-10.731187040613,-3.0808784715450286,13.612037,13.908195,13.154003
132.7884736054834,11.805723194140635,1.1881258533755474,-10.072247361078256,-3.0192506194017987,13.22975,13.521301,12.778492
132.79845931610862,11.814040886829336,1.158334969025947,-11.376567188273864,-2.9606708863186926,13.630787,13.930822,13.168488
132.78489103549325,11.835494425241782,1.1469201738403147,-11.103540712604516,-3.1179265256072126,13.431571,13.725635,12.978494
132.75972072804413,11.814852928274735,1.1612969689320956,-10.991297540001316,-2.790541857285642,16.008108,16.561281,15.299606
132.80089214443902,11.809643484926914,1.170970523788535,-10.966427647421286,-3.076086308524411,13.754309,14.05267,13.296951
132.80005486962708,11.807414645829866,1.1779026848834402,-10.831586999426825,-2.8744490585316127,14.689736,15.0547905,14.160499
132.75330618262134,11.814653311082745,1.1296682844559027,-10.813268968135507,-2.7324920025312696,14.453478,14.799417,13.943151
132.75502854071894,11.805949714505209,1.168942021245476,-10.958211101240286,-2.803537955752459,16.365776,16.988796,15.61235
132.75644759317666,11.797265827789168,1.1193033052956787,-11.036393057701982,-3.472301913160365,13.358971,13.663722,12.89034
132.81094609963804,11.814040506914477,1.1169105632586362,-11.234919144670473,-3.0147030114994005,16.896048,17.626347,16.062708
132.81168729288254,11.816641005623534,1.10472635046028,-10.848201278921941,-3.28081993285675,15.164518,15.583834,14.576519
132.78565081715647,11.848060001397988,1.1601748817212127,-11.034828595446296,-2.835902269510723,13.643402,13.93645,13.190079
132.75436107910528,11.836351490881963,1.1952371299182647,-10.769474723269422,-2.9498428369172203,12.544513,12.919089,12.004771
132.81265751758596,11.822526102605199,1.136264899751253,-11.01222952824843,-2.6930481618445015,13.987426,14.296,13.515289
132.74593915519185,11.815975991085903,1.1447604074712505,-11.019903588870275,-2.706458260472761,13.40965,13.696637,12.953093
132.7458843388498,11.808088641823153,1.1312888468455418,-11.107998229633914,-2.4026884658684224,15.859119,16.401138,15.167948
132.74541789668467,11.805345149327437,1.1200940957910757,-11.368039382393302,-4.019553221915812,13.637011,13.935879,13.17491
132.7437194774349,11.8121970277052,1.146631261323724,-11.156721091546833,-3.1224966325469232,15.358693,15.809053,14.752244
132.81860647195816,11.816704483459676,1.1840711564355584,-10.590722372989509,-2.7382342028850086,17.32688,18.180273,16.42742
132.7650165163331,11.781978023014346,1.1457516648547454,-10.981300948386009,-2.5313270421541514,19.281078,20.778603,18.183952
132.8138844551682,11.837309985817877,1.117996839351071,-10.845375545252608,-2.602112346217476,12.653306,12.94124,12.207978
132.81010485552775,11.84452229275972,1.1303945339284969,-11.249217358287863,-2.9227985404054975,13.237622,13.531313,12.78155
132.8202115546347,11.827417392336024,1.1464200613960638,-11.082371389177212,-2.9834235703144625,15.765214,16.41478,15.000711
132.81145056489564,11.789993233352321,1.1505415402558807,-10.996764406915386,-2.8376167024299876,12.681729,12.971033,12.235587
132.8211975772199,11.804479120262537,1.1620566566117003,-11.379390539143596,-3.0624987384080717,9.921911,10.559404,9.158524
132.78060820303236,11.774410307505123,1.1214761111562626,-11.102852339987564,-2.9843520618485355,15.154757,15.570725,14.57526
132.73604801230857,11.831840970803485,1.169611904446264,-10.78604675666939,-3.0487157572726113,14.480405,14.831112,13.964437
132.7659521007996,11.860909905809686,1.1918370720809708,-10.450739422048045,-2.981990619827001,17.987682,18.898869,17.026335
132.8066858189857,11.855077647183508,1.1547919457577276,-10.991314316018503,-3.118405635862671,13.462174,13.743686,13.018177
