initial_mass,Gaia_G,Gaia_BP,Gaia_RP
0.15500005827092794,12.239497,13.851425,11.018502
0.1683105393734903,12.03892,13.595711,10.832887
0.18111433921192532,11.84633,13.353028,10.654314
0.19406916378404618,11.652042,13.111398,10.473722
0.20310782437373492,11.526525,12.956339,10.357145
0.20879179737832163,11.458996,12.87253,10.294694
0.21476395408860233,11.388038,12.784996,10.229018
0.2206238644244309,11.318435,12.699644,10.164546
0.22639783688109033,11.249858,12.616023,10.100975
0.23240546413097127,11.178482,12.529477,10.034756
0.23836915477737128,11.107614,12.444017,9.968953
0.24406910953467167,11.039854,12.362722,9.90599
0.24964120945474025,10.973582,12.28359,9.844364
0.257488705962722,10.892609,12.186101,9.769525
0.26480255437998945,10.817975,12.096939,9.700429
0.2720035429684997,10.744539,12.009571,9.632418
0.27919582537297233,10.671218,11.922655,9.56449
0.2861835222043207,10.599949,11.838439,9.498447
0.2930484849147899,10.529944,11.755925,9.433569
0.3000001308649808,10.459098,11.672577,9.367913
0.3046999184305153,10.412263,11.616363,9.325014
0.3096876991024161,10.362742,11.556965,9.279671
0.31089543756268245,10.351145,11.543096,9.269037
0.31182852113776355,10.342245,11.532478,9.260868
0.31284601033925385,10.332771,11.521138,9.252189
0.31383150513078,10.323523,11.51009,9.243707
0.314803390403985,10.314361,11.499162,9.235298
0.3158507850497236,10.304673,11.487577,9.22642
0.3168667506987544,10.29519,11.476264,9.21772
0.3178777745582337,10.28572,11.464983,9.209025
0.3189592431032327,10.275751,11.453085,9.199883
0.3200135513448718,10.265918,11.441381,9.19085
0.32409029660750877,10.229716,11.398329,9.15759
0.32830278907919075,10.192396,11.353942,9.123311
0.33302016250495386,10.152605,11.30666,9.08675
0.3383276439076745,10.109201,11.255083,9.046875
0.34209680211248616,10.077187,11.217505,9.017262
0.34504659092905693,10.055459,11.191244,8.997494
0.347955685460111,10.03472,11.166203,8.978622
0.3510919887946407,10.00706,11.134185,8.952864
0.35486074461569034,9.983136,11.103794,8.931801
0.3585986935996578,9.95678,11.071474,8.908111
0.3613451418139142,9.929794,11.041098,8.882646
0.36340154643164285,9.90341,11.012634,8.857195
0.3654600128959903,9.878632,10.985357,8.833546
0.36740170161963853,9.856802,10.960948,8.81289
0.3694171131381022,9.83548,10.936731,8.792892
0.3716066670397046,9.817575,10.915604,8.776472
0.37385177424594024,9.800806,10.895536,8.761229
0.37601242374759414,9.784637,10.876199,8.746534
0.37818621451007084,9.768292,10.856674,8.731677
0.3812206910784114,9.745201,10.829245,8.710626
0.3886336131097497,9.68819,10.761987,8.658484
0.40122075074482316,9.589953,10.646723,8.568508
0.4170394935814281,9.463158,10.498952,8.452149
0.4333894619819228,9.332206,10.346828,8.332009
0.44949281951038056,9.203449,10.197711,8.213879
0.46151978883769634,9.101653,10.078853,8.121134
0.4727565304595369,9.006535,9.968007,8.034458
0.48418977274355135,8.910037,9.855807,7.946469
0.49575521687903346,8.812774,9.743003,7.857694
0.5073027737527462,8.711859,9.625227,7.766221
0.518796212883406,8.609433,9.505618,7.673709
0.530263451545297,8.507609,9.38725,7.581699
0.541502143633381,8.408089,9.271987,7.491744
0.5522704015592947,8.311915,9.160535,7.405044
0.5622471794808246,8.219548,9.052426,7.322598
0.5718433811888772,8.130696,8.948578,7.243302
0.5810840253052929,8.045023,8.848483,7.166869
0.5899948534039738,7.962222,8.751718,7.093033
0.5986158147513945,7.882053,8.658167,7.021564
0.6070706343974569,7.798564,8.558172,6.949004
0.6153594210487348,7.715816,8.458852,6.877424
0.6233419428626871,7.63613,8.363466,6.808484
0.6310402954195872,7.559264,8.271676,6.741964
0.6384742527452089,7.48501,8.183196,6.677673
0.6465722574236124,7.404054,8.086925,6.607533
0.6548144529996116,7.321558,7.98904,6.535999
0.662768588358764,7.241778,7.894639,6.466781
0.6704541740247243,7.164621,7.803595,6.399785
0.6778980750892709,7.089906,7.715673,6.334846
0.6859051401779949,7.009604,7.621443,6.264979
0.6941223353954701,6.927377,7.525249,6.193352
0.7023500669959597,6.848348,7.432868,6.124525
0.7109308182524314,6.773964,7.345782,6.059999
0.7192789355563756,6.701912,7.261748,5.997365
0.7280159170962505,6.626778,7.174432,5.931941
0.7369667203200708,6.550109,7.085628,5.865077
0.7455316682849261,6.477069,7.001276,5.801298
0.7538624898361092,6.406312,6.919765,5.739449
0.7620877193330001,6.336715,6.839787,5.6785
0.7707761935264551,6.263428,6.755845,5.614031
0.7791671194812391,6.192935,6.675351,5.551879
0.7873534274936852,6.124403,6.597306,5.491473
0.7955270414582744,6.056171,6.519783,5.431502
0.8039011939378519,5.986377,6.440624,5.370507
0.811962588169093,5.919377,6.364762,5.312325
0.820067127466453,5.85217,6.288876,5.253692
0.8282039140676448,5.784821,6.213018,5.194561
0.8361591816853723,5.719124,6.139153,5.13652
0.8440959487081244,5.653688,6.065702,5.078345
0.8520760190373937,5.587963,5.992012,5.019552
0.8598440515724156,5.524096,5.920478,4.962164
0.8676965474762828,5.459582,5.848334,4.904574
0.8754746223549686,5.395741,5.777045,4.847983
0.883092547758359,5.333273,5.707385,4.792839
0.8908335501490833,5.26973,5.636625,4.736812
0.8983249231550086,5.208262,5.568241,4.682552
0.9062668244719392,5.150796,5.505147,4.630855
0.9140529567532167,5.096482,5.445791,4.581691
0.9219319926015158,5.041283,5.385563,4.53167
0.929615350089215,4.987373,5.326808,4.48279
0.9373915268986678,4.932553,5.267149,4.433028
0.9449906339024533,4.878856,5.208786,4.384244
0.9526269481834991,4.824625,5.14994,4.33491
0.9601712627908929,4.770834,5.091664,4.285915
0.9676136334759742,4.717559,5.034036,4.237328
0.970281860451918,4.698347,5.013283,4.219783
0.9729172877376847,4.679357,4.992784,4.202437
0.9755207329174289,4.660586,4.97253,4.185287
0.978093070306431,4.642026,4.952516,4.168325
0.9809801334571955,4.621428,4.930357,4.149448
0.9844906225662661,4.597135,4.904307,4.1271
0.9879302084197896,4.573289,4.878752,4.105156
0.9913259008948303,4.549685,4.853471,4.083421
0.9947340330235774,4.52588,4.827999,4.061482
0.9980738088469824,4.502506,4.802999,4.039932
1.0011075050372702,4.481386,4.780428,4.020442
1.0038114067131791,4.462706,4.760494,4.003172
1.0065015702645552,4.444076,4.740623,3.985939
1.009158322766064,4.425657,4.720984,3.968895
1.0118047015690261,4.407258,4.701376,3.951858
1.014461738871779,4.388705,4.681623,3.934659
1.0170864817834488,4.370359,4.662097,3.917645
1.0196855914830463,4.352164,4.64274,3.900759
1.0218062211348717,4.337422,4.627071,3.887063
1.0238521559968972,4.323244,4.612004,3.873884
1.025894625224565,4.309095,4.596972,3.860729
1.0279673324834628,4.294664,4.581655,3.847296
1.0300389323722574,4.280247,4.566355,3.83387
1.0321084416956599,4.265849,4.55108,3.820458
1.0342052878480121,4.2512,4.535554,3.806794
1.036301871028776,4.236557,4.520039,3.793129
1.0383967892609187,4.221931,4.504546,3.779474
1.040618877730167,4.206425,4.488144,3.764969
1.0431260618072216,4.189142,4.469873,3.748789
1.0456255128755496,4.17189,4.451643,3.732625
1.0481302805814958,4.154567,4.433354,3.716377
1.0506135043610858,4.1374,4.415239,3.700269
1.0531035064228358,4.120167,4.397082,3.684073
1.0555838740126946,4.103013,4.379028,3.667934
1.0580510419436655,4.085967,4.361105,3.651883
