initial_mass,Gaia_G,Gaia_BP,Gaia_RP
0.1,12.56691,14.483248,11.270813
0.10197952385042827,12.540132,14.449886,11.245422
0.10596699068424126,12.487869,14.385941,11.195642
0.1100364332624221,12.426831,14.307238,11.138416
0.1141504754487366,12.360838,14.220131,11.077074
0.11827592781020953,12.293065,14.1299,11.014359
0.12243062868095764,12.222133,14.034388,10.949087
0.12661820617425137,12.147471,13.932699,10.880798
0.13083283160322598,12.069915,13.826313,10.810205
0.13507119026117276,11.98974,13.71576,10.737545
0.1393370039454364,11.906743,13.600864,10.662631
0.1436251677799505,11.821656,13.482935,10.586061
0.1479296747498705,11.734961,13.362776,10.508243
0.1559345689156939,11.626329,13.21744,10.409569
0.16753250507741996,11.495867,13.047994,10.289919
0.17939033073387395,11.361952,12.875815,10.166841
0.19151662012378015,11.224421,12.70092,10.0401
0.20220392872024573,11.106359,12.551094,9.931543
0.20923073800176767,11.037908,12.461409,9.869671
0.2162745438707055,10.970159,12.373632,9.808301
0.2233313200587165,10.903064,12.28758,9.747411
0.23040382972154932,10.836422,12.202862,9.686844
0.23748577648019636,10.770513,12.119789,9.626854
0.24457788637771105,10.70523,12.038101,9.567371
0.25319445765704934,10.629449,11.943356,9.498475
0.2667632515298998,10.517506,11.802937,9.397235
0.280450672556972,10.404628,11.662497,9.295132
0.294239223407408,10.291009,11.522039,9.192369
0.3036612228743905,10.213493,11.426056,9.12251
0.30988753347558545,10.162046,11.36165,9.076509
0.3110412437121552,10.149541,11.347448,9.064717
0.312090787206494,10.137918,11.334285,9.053742
0.31312873798100227,10.12655,11.321289,9.043059
0.3141547509872065,10.115637,11.308683,9.032862
0.3151682566600438,10.10533,11.296596,9.023308
0.3161681053024583,10.095869,11.285248,9.014648
0.3171548427286716,10.087393,11.274757,9.007029
0.31812776511482194,10.080103,11.265278,9.000672
0.31908713079178913,10.074308,11.257147,8.995877
0.32016698662410537,10.069242,11.249383,8.991967
0.32488820139621094,10.037646,11.209284,8.96402
0.32955568391033874,10.006665,11.169538,8.936811
0.35382243376378203,9.826604,10.949384,8.774164
0.38221523931171963,9.622036,10.703505,8.5886
0.4122257707735849,9.402983,10.442964,8.389818
