initial_mass,Gaia_G,Gaia_BP,Gaia_RP
0.1,13.584737,15.764495,12.240423
0.10454650320788715,13.472275,15.603424,12.136471
0.1091247271597176,13.357233,15.438496,12.030439
0.11371708583881615,13.240716,15.271523,11.923365
0.11832524684332682,13.122842,15.102935,11.815397
0.12294619476523916,13.003721,14.932829,11.706697
0.12758488791754516,12.882899,14.760358,11.596961
0.1322340146136323,12.760431,14.585642,11.486243
0.1369048580004509,12.63597,14.408632,11.374122
0.14158990312663014,12.510008,14.230507,11.260906
0.1462819978566108,12.382967,14.052284,11.146841
0.1533654387445301,12.233524,13.849466,11.0114
0.1695327794174247,12.001637,13.553267,10.796992
0.18608685319890364,11.763125,13.252945,10.575898
0.20130752241547514,11.547352,12.985185,10.375495
0.20871173846772664,11.46245,12.879158,10.297138
0.2162181995192334,11.377031,12.773199,10.218263
0.2237175320094555,11.292472,12.668955,10.14015
0.23116297353875787,11.209121,12.566825,10.063118
0.23873447537500816,11.12456,12.463906,9.984904
0.2462999626426044,11.040434,12.362133,9.907041
0.2576723691735102,10.925767,12.222562,9.801509
0.27304263920193006,10.778813,12.044195,9.666579
0.2885071026152383,10.632456,11.86882,9.531853
0.301517681780911,10.509797,11.722183,9.419113
0.3075096316577185,10.45398,11.654157,9.368437
0.3105436282850215,10.423622,11.617631,9.340693
0.31151167662751933,10.412019,11.604085,9.329913
0.31243653673618693,10.402561,11.592833,9.32122
0.3133910721544644,10.393675,11.582158,9.313096
0.31430052521443597,10.386005,11.572842,9.306129
0.31507197416273025,10.379607,11.565078,9.300315
0.31582933743462843,10.373399,11.55754,9.294675
0.3165865880527262,10.367161,11.549974,9.289004
0.3173686978165404,10.360255,11.541665,9.2827
0.31814481121332105,10.353869,11.533813,9.276943
0.3189229444677332,10.347931,11.526335,9.271667
0.3197260177146796,10.341588,11.51846,9.265981
0.3225325531853029,10.316867,11.488728,9.243413
0.32650600522073653,10.280377,11.445323,9.2099
0.33249735545193115,10.22578,11.380423,9.159748
0.3505256065703327,10.070008,11.193915,9.017301
0.3565155688916849,10.01946,11.133826,8.970986
0.36616325646183734,9.938878,11.038624,8.897034
0.3789015402738913,9.833851,10.915542,8.800419
0.3872253496442645,9.765597,10.836019,8.737539
0.4179352391392378,9.514754,10.545675,8.506227
0.4542372043755418,9.217593,10.203276,8.232552
0.47478169406273507,9.044596,10.002835,8.074232
0.494354024062271,8.881128,9.814162,7.924444
0.5149499108942938,8.703541,9.607694,7.763131
0.5366495968692531,8.515243,9.389389,7.592606
0.5552625757227753,8.352839,9.201247,7.446065
0.5701740487511027,8.219255,9.045187,7.326677
0.5854837023040296,8.082282,8.885348,7.204315
0.5996987907372165,7.955129,8.737052,7.090776
0.6081871075990205,7.87445,8.640107,7.020807
0.6165921971106689,7.79464,8.544412,6.951649
0.6247096298272979,7.71777,8.452517,6.885012
0.6325584591594038,7.643617,8.364104,6.820701
0.6410602486533394,7.563437,8.268724,6.75113
0.649399894511995,7.484936,8.175555,6.682963
0.6574520719466359,7.409285,8.085953,6.617203
0.66523601161007,7.336209,7.999613,6.553634
0.6737812459809331,7.255955,7.905027,6.483786
0.6820943319164595,7.178072,7.813509,6.415929
0.6901179605980893,7.103169,7.725749,6.350588
0.6978717348636319,7.031111,7.641564,6.287644
0.7089870468900171,6.938109,7.532214,6.207106
0.7206743571829984,6.843677,7.421284,6.12535
0.7318613649717853,6.753997,7.316433,6.047554
0.7426298265715284,6.668316,7.216661,5.973092
0.7541076401659077,6.577665,7.111464,5.89421
0.7655477537900619,6.488018,7.007751,5.816123
